172.19.0.1 - - [29/Apr/2026:14:54:11 +0000] "POST /api/auth/register HTTP/1.1" 200 223 "-" "Mozilla/5.0 (Windows NT; Windows NT 10.0; ru-RU) WindowsPowerShell/5.1.26100.8115"
172.18.0.1 - - [04/May/2026:18:13:01 +0000] "POST /api/test-result HTTP/1.1" 500 16685 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:18:20:58 +0000] "POST /api/test-result HTTP/1.1" 500 38300 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:18:21:04 +0000] "POST /api/test-result HTTP/1.1" 500 38300 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:18:21:26 +0000] "POST /api/test-result HTTP/1.1" 500 38300 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:18:59:16 +0000] "POST /api/test-result HTTP/1.1" 403 132 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:18:59:39 +0000] "POST /api/auth/login HTTP/1.1" 400 16386 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:18:59:57 +0000] "POST /api/auth/register HTTP/1.1" 500 16531 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:00:07 +0000] "POST /api/auth/login HTTP/1.1" 200 211 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:00:48 +0000] "POST /api/test-result HTTP/1.1" 500 38299 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:13:34 +0000] "POST /api/test-result HTTP/1.1" 200 117 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:29:40 +0000] "POST /api/test-result HTTP/1.1" 403 132 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:30:00 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:30:17 +0000] "POST /api/test-result HTTP/1.1" 500 38299 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:35:44 +0000] "POST /api/test-result HTTP/1.1" 500 38299 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:40:19 +0000] "POST /api/test-result HTTP/1.1" 500 38299 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:48:08 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [04/May/2026:19:48:12 +0000] "POST /api/test-result HTTP/1.1" 500 38299 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [05/May/2026:12:45:39 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [05/May/2026:12:46:11 +0000] "POST /api/test-result HTTP/1.1" 200 116 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [05/May/2026:13:32:43 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "-" "Mozilla/5.0 (Windows NT; Windows NT 10.0; ru-RU) WindowsPowerShell/5.1.26100.8115"
172.18.0.1 - - [05/May/2026:13:33:52 +0000] "POST /api/auth/login HTTP/1.1" 403 17543 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [05/May/2026:13:34:13 +0000] "POST /api/auth/register HTTP/1.1" 200 221 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [05/May/2026:13:34:24 +0000] "POST /api/auth/login HTTP/1.1" 200 211 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [05/May/2026:13:35:21 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 404 14520 "-" "PostmanRuntime/7.53.0"
172.18.0.1 - - [07/May/2026:08:42:53 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:42:54 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:43:06 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:43:07 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:43:45 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:43:46 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:44:27 +0000] "OPTIONS /api/auth/register HTTP/1.1" 200 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:44:27 +0000] "POST /api/auth/register HTTP/1.1" 500 16531 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:44:38 +0000] "OPTIONS /api/auth/login HTTP/1.1" 200 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:44:38 +0000] "POST /api/auth/login HTTP/1.1" 500 17985 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [07/May/2026:08:44:58 +0000] "POST /api/auth/register HTTP/1.1" 500 17997 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:06:40 +0000] "OPTIONS /api/auth/login HTTP/1.1" 200 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:06:41 +0000] "POST /api/auth/login HTTP/1.1" 500 17985 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:08:03 +0000] "POST /api/auth/login HTTP/1.1" 500 17985 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:08:11 +0000] "POST /api/auth/login HTTP/1.1" 500 17985 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:10:24 +0000] "POST /api/auth/login HTTP/1.1" 200 229 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:10:59 +0000] "OPTIONS /api/auth/register HTTP/1.1" 200 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:10:59 +0000] "POST /api/auth/register HTTP/1.1" 400 16428 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:12:06 +0000] "POST /api/auth/register HTTP/1.1" 200 228 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:12:07 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:12:07 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:31:06 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:51:38 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:52:06 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:52:07 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:52:38 +0000] "POST /api/auth/register HTTP/1.1" 200 218 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:52:38 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:52:39 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:57:21 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:57:22 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:57:33 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [09/May/2026:13:57:34 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 500 15380 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:10:09:16 +0000] "GET /api/health HTTP/1.1" 200 113 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:10:09:16 +0000] "GET /favicon.ico HTTP/1.1" 404 24 "http://localhost/api/health" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:14:30:12 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:14:33:53 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 200 647 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:14:34:24 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 500 15360 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:18:20 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:18:26 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 500 24243 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:29:04 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:29:13 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 500 24981 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:39:13 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:39:16 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 500 25252 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:39:49 +0000] "GET /api/lesson/tasks HTTP/1.1" 400 15763 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:39:57 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 500 25252 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:44:59 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:45:03 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 200 1170 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:46:31 +0000] "POST /api/lesson/results HTTP/1.1" 200 132 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:47:46 +0000] "POST /api/lesson/results HTTP/1.1" 200 131 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:15:48:12 +0000] "POST /api/lesson/results HTTP/1.1" 200 132 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:13:21 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:13:28 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 200 1143 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:13:57 +0000] "POST /api/lesson/results HTTP/1.1" 200 161 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:22:39 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:22:41 +0000] "GET /api/lesson/tasks?languageId=1&maxTasks=10 HTTP/1.1" 200 1177 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:22:51 +0000] "POST /api/lesson/results HTTP/1.1" 200 161 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:36:10 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:16:37:16 +0000] "POST /api/lesson/results HTTP/1.1" 504 160 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:16:01 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:17:05 +0000] "POST /api/lesson/results HTTP/1.1" 504 160 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:22:13 +0000] "POST /api/auth/login HTTP/1.1" 502 150 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:22:48 +0000] "POST /api/auth/login HTTP/1.1" 502 150 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:24:21 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:26:20 +0000] "POST /api/lesson/results HTTP/1.1" 504 160 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:31:56 +0000] "POST /api/auth/login HTTP/1.1" 502 150 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:45:52 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:17:47:01 +0000] "POST /api/lesson/results HTTP/1.1" 504 160 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:18:07:52 +0000] "POST /api/auth/login HTTP/1.1" 502 150 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:18:08:27 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:18:09:31 +0000] "POST /api/lesson/results HTTP/1.1" 504 160 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:18:26:52 +0000] "POST /api/auth/login HTTP/1.1" 200 212 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:18:28:19 +0000] "POST /api/lesson/results HTTP/1.1" 200 161 "-" "PostmanRuntime/7.54.0"
172.18.0.1 - - [17/May/2026:19:50:13 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 403 125 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:50:13 +0000] "POST /api/auth/refresh HTTP/1.1" 200 66 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:50:14 +0000] "GET /api/test?languageId=1&count=5 HTTP/1.1" 200 638 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:50:19 +0000] "GET /api/lesson?languageId=1&count=5 HTTP/1.1" 404 14528 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:50:20 +0000] "GET /api/lesson?languageId=1&count=5 HTTP/1.1" 404 14528 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:50:35 +0000] "GET /api/lesson?languageId=1&count=5 HTTP/1.1" 404 14528 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:50:36 +0000] "GET /api/lesson?languageId=1&count=5 HTTP/1.1" 404 14528 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:52:08 +0000] "GET /api/lesson?languageId=1&count=5 HTTP/1.1" 404 14528 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:52:09 +0000] "GET /api/lesson?languageId=1&count=5 HTTP/1.1" 404 14528 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:52:15 +0000] "GET /api/lesson?languageId=1&count=5 HTTP/1.1" 404 14528 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:52:16 +0000] "GET /api/lesson/tasks?languageId=1&count=5 HTTP/1.1" 404 14552 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:53:11 +0000] "GET /api/lesson/tasks?languageId=1&count=5 HTTP/1.1" 404 14552 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
172.18.0.1 - - [17/May/2026:19:53:11 +0000] "GET /api/lesson/tasks?languageId=1 HTTP/1.1" 404 14552 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
